"date","RT_ID","Focal","Neighbour","stand","Treatment","Block","BE_BoitEng_Hauteur_mm","SPUR_Squelette_Corrige_mm","SURF_Surface_Projetee_mm2","pair"
"2",1,"NEMESIS","NEMESIS","pure","C","1",133.47608,13289.3077945,22637.3828446249,"NEMESIS;NEMESIS"
"2",10,"EL4X_120","Selcuklu-97","mixed","C","2",250.65496,17148.494977,24049.5114074614,"EL4X_120;Selcuklu-97"
"2",100,"LLOYD","ANVERGUR","mixed","C","3",482.88,18110.502694,16953.5691704247,"LLOYD;ANVERGUR"
"2",101,"CHAM-1_DP136","CHAM-1_DP136","pure","C","3",482.88,15602.0417115,14974.8465018367,"CHAM-1_DP136;CHAM-1_DP136"
"2",105,"LLOYD","ANVERGUR","mixed","C","1",233.392,17480.9189535,14743.1145608403,"LLOYD;ANVERGUR"
"2",106,"NOBILIS","NOBILIS","pure","C","1",253.27056,13618.825145,11531.4115545867,"NOBILIS;NOBILIS"
"2",107,"BOLIDO-DP034","EL4X_194","mixed","C","1",482.88,14815.2437,13557.1654055606,"BOLIDO-DP034;EL4X_194"
"2",108,"PLUSSUR","MIKI-1_DP161","mixed","C","1",317.85576,12189.705532,10906.7579374457,"PLUSSUR;MIKI-1_DP161"
"2",109,"MURANO","ANTALIS","mixed","C","1",482.88,14500.815158,13668.1777054163,"MURANO;ANTALIS"
"2",11,"ORJAUNE","KOFA","mixed","C","2",297.776,25060.416438,24507.0975335886,"ORJAUNE;KOFA"
"2",110,"RAMIREZ","RAMIREZ","pure","C","1",444.97392,19293.926921,16519.1542285956,"RAMIREZ;RAMIREZ"
"2",111,"LAHAN","LAHAN","pure","C","1",482.88,15685.863676,14533.1706952859,"LAHAN;LAHAN"
"2",112,"MIKI-1_DP161","EL4X_464","mixed","C","1",482.88,17449.15979,16110.9069024042,"MIKI-1_DP161;EL4X_464"
"2",113,"MURANO","MURANO","pure","C","2",482.88,17437.8324975,15771.1115884925,"MURANO;MURANO"
"2",114,"LAHAN","EL4X_464","mixed","C","2",482.88,18545.8554265,17411.6869804054,"LAHAN;EL4X_464"
"2",116,"EL4X_316","EL4X_316","pure","C","2",482.88,20007.3753705,17684.519362246,"EL4X_316;EL4X_316"
"2",117,"ANTALIS","ANTALIS","pure","C","2",388.59768,17438.6018985,14384.5659717641,"ANTALIS;ANTALIS"
"2",118,"SVEVO","SVEVO","pure","C","2",473.26264,24566.7602075,22309.3887197513,"SVEVO;SVEVO"
"2",119,"RAMIREZ","RAMIREZ","pure","C","2",476.36112,19029.0392545,16726.6479634022,"RAMIREZ;RAMIREZ"
"2",12,"NOBILIS","LLOYD","mixed","C","2",289.64752,12909.522912,12635.1178050556,"NOBILIS;LLOYD"
"2",120,"CHAM-1_DP136","CHAM-1_DP136","pure","C","2",482.88,17978.422189,16339.3994087877,"CHAM-1_DP136;CHAM-1_DP136"
"2",121,"ASTERIX","NEMESIS","mixed","C","3",482.03496,17685.9215755,16177.7382838312,"ASTERIX;NEMESIS"
"2",122,"Selcuklu-97","ANVERGUR","mixed","C","3",482.88,23513.1082825,20807.8386065348,"Selcuklu-97;ANVERGUR"
"2",123,"COLOSSEO_DP087","KOFA","mixed","C","3",482.88,19890.554652,18662.4741594344,"COLOSSEO_DP087;KOFA"
"2",124,"EL4X_35","EL4X_35","pure","C","3",482.88,24030.0602655,22523.8400219611,"EL4X_35;EL4X_35"
"2",125,"GIUSTO","GIUSTO","pure","C","3",385.298,18820.061394,17565.0001207335,"GIUSTO;GIUSTO"
"2",126,"LGBORIS","NEMESIS","mixed","C","3",482.88,23344.0110405,20468.4196736328,"LGBORIS;NEMESIS"
"2",127,"NOBILIS","LLOYD","mixed","C","3",201.88408,13591.725132,12267.2473911655,"NOBILIS;LLOYD"
"2",128,"COLOSSEO_DP087","COLOSSEO_DP087","pure","C","3",482.88,18164.0615525,16021.171092152,"COLOSSEO_DP087;COLOSSEO_DP087"
"2",13,"GIUSTO","CASANOVA","mixed","C","2",276.36832,14632.040773,14174.0337824954,"GIUSTO;CASANOVA"
"2",131,"ORJAUNE","ORJAUNE","pure","C","1",316.56808,15349.464461,13986.6124834797,"ORJAUNE;ORJAUNE"
"2",132,"SVEVO","EL4X_428","mixed","C","1",482.88,13880.7206965,13269.8569715835,"SVEVO;EL4X_428"
"2",133,"AVENTUR","EL4X_194","mixed","C","1",311.17592,13564.9243305,12518.5566259447,"AVENTUR;EL4X_194"
"2",135,"EL4X_120","Selcuklu-97","mixed","C","1",482.88,19955.611781,18581.8135165382,"EL4X_120;Selcuklu-97"
"2",136,"LGBORIS","EL4X_35","mixed","C","1",249.8904,19758.7733585,18596.5910389009,"LGBORIS;EL4X_35"
"2",137,"ACADUR","ARDENTE","mixed","C","1",101.76696,15539.2927855,13447.7865262034,"ACADUR;ARDENTE"
"2",138,"NOBILIS","EL4X_316","mixed","C","1",482.88,19942.87392,19151.689080025,"NOBILIS;EL4X_316"
"2",139,"NOBILIS","EL4X_316","mixed","C","2",480.54608,17938.669804,16254.9713016097,"NOBILIS;EL4X_316"
"2",14,"BOLIDO-DP034","BOLIDO-DP034","pure","C","2",68.44824,13865.46091,12972.0628550102,"BOLIDO-DP034;BOLIDO-DP034"
"2",140,"MIKI-1_DP161","MIKI-1_DP161","pure","C","2",292.78624,20808.1508335,18557.2226815383,"MIKI-1_DP161;MIKI-1_DP161"
"2",141,"COLOSSEO_DP087","KOFA","mixed","C","2",482.88,20217.2508655,18837.0619622737,"COLOSSEO_DP087;KOFA"
"2",142,"FURIO_CAMILLO","EL4X_428","mixed","C","2",482.88,14339.9676045,12887.3844361897,"FURIO_CAMILLO;EL4X_428"
"2",143,"FURIO_CAMILLO","ACADUR","mixed","C","2",392.50096,19198.2219855,16986.370958132,"FURIO_CAMILLO;ACADUR"
"2",144,"SVEVO","ARDENTE","mixed","C","2",188.24272,21143.8661365,18424.1263172912,"SVEVO;ARDENTE"
"2",146,"LLOYD","LLOYD","pure","C","2",224.17704,26499.281797,23318.2506099524,"LLOYD;LLOYD"
"2",147,"MURANO","MURANO","pure","C","3",482.88,22206.62264,20242.3846063662,"MURANO;MURANO"
"2",148,"RAMIREZ","ANTALIS","mixed","C","3",482.88,22757.684734,20869.2490051663,"RAMIREZ;ANTALIS"
"2",149,"EL4X_194","EL4X_194","pure","C","3",482.88,19347.1438235,16986.0311189679,"EL4X_194;EL4X_194"
"2",15,"MURANO","QUALIDOU","mixed","C","2",398.09432,13107.2162245,12815.7806897267,"MURANO;QUALIDOU"
"2",150,"GIUSTO","BOLIDO-DP034","mixed","C","3",299.3856,21678.044153,19197.2457989408,"GIUSTO;BOLIDO-DP034"
"2",151,"AVENTUR","EL4X_194","mixed","C","3",331.98,11885.963115,10804.8153236692,"AVENTUR;EL4X_194"
"2",152,"COLOSSEO_DP087","QUALIDOU","mixed","C","3",175.00376,17475.4476575,15665.2663056053,"COLOSSEO_DP087;QUALIDOU"
"2",153,"ASTERIX","ASTERIX","pure","C","3",162.52936,13876.4462465,12630.88260515,"ASTERIX;ASTERIX"
"2",154,"RAMIREZ","LGBORIS","mixed","C","3",482.88,18696.957234,17782.8808751533,"RAMIREZ;LGBORIS"
"2",157,"LAHAN","EL4X_464","mixed","C","1",359.30296,17487.031417,14925.2427735202,"LAHAN;EL4X_464"
"2",158,"COLOSSEO_DP087","AZEGHAR-2_DP128","mixed","C","1",482.88,20773.0148545,19375.908017565,"COLOSSEO_DP087;AZEGHAR-2_DP128"
"2",159,"LGBORIS","NEMESIS","mixed","C","1",359.98704,17901.0118995,16334.7129170889,"LGBORIS;NEMESIS"
"2",16,"LAHAN","BOLIDO-DP034","mixed","C","2",482.88,14196.816274,13382.8845542244,"LAHAN;BOLIDO-DP034"
"2",160,"ASTERIX","NEMESIS","mixed","C","1",482.88,13669.520122,13462.7156972253,"ASTERIX;NEMESIS"
"2",161,"ACADUR","ACADUR","pure","C","1",229.68992,11700.1527735,10517.3369701101,"ACADUR;ACADUR"
"2",162,"ASTERIX","MIKI-1_DP161","mixed","C","1",208.242,14207.074954,13005.8293474415,"ASTERIX;MIKI-1_DP161"
"2",163,"LAHAN","BOLIDO-DP034","mixed","C","1",300.71352,23630.356446,19947.6618319159,"LAHAN;BOLIDO-DP034"
"2",164,"MONASTIR","BALSAMO","mixed","C","1",482.88,20217.208121,18106.1574477593,"MONASTIR;BALSAMO"
"2",165,"L2574","CASANOVA","mixed","C","2",482.88,17757.9033135,15679.8903522164,"L2574;CASANOVA"
"2",167,"LAHAN","LAHAN","pure","C","2",482.88,19500.6820675,18153.4389417876,"LAHAN;LAHAN"
"2",168,"EL4X_120","CHAM-1_DP136","mixed","C","2",482.88,20873.6354075,20302.7681791362,"EL4X_120;CHAM-1_DP136"
"2",169,"GIUSTO","BOLIDO-DP034","mixed","C","2",82.37128,16131.261366,15226.4809590419,"GIUSTO;BOLIDO-DP034"
"2",17,"FURIO_CAMILLO","FURIO_CAMILLO","pure","C","3",482.88,21170.49596,19765.6889220799,"FURIO_CAMILLO;FURIO_CAMILLO"
"2",170,"BALSAMO","ARDENTE","mixed","C","2",341.07424,21144.84926,18398.2327654955,"BALSAMO;ARDENTE"
"2",171,"ACADUR","ACADUR","pure","C","2",166.11072,16557.3812865,13302.7921370273,"ACADUR;ACADUR"
"2",172,"COLOSSEO_DP087","COLOSSEO_DP087","pure","C","2",482.88,21132.9235445,17076.3936218722,"COLOSSEO_DP087;COLOSSEO_DP087"
"2",173,"EL4X_120","CHAM-1_DP136","mixed","C","3",482.88,22409.23157,21877.0402192912,"EL4X_120;CHAM-1_DP136"
"2",174,"PLUSSUR","PLUSSUR","pure","C","3",468.27288,19779.1197405,16603.4690560523,"PLUSSUR;PLUSSUR"
"2",175,"NOBILIS","NOBILIS","pure","C","3",482.88,16048.9782035,15503.2324538236,"NOBILIS;NOBILIS"
"2",176,"ORJAUNE","ORJAUNE","pure","C","3",482.88,18329.525512,17517.6345804603,"ORJAUNE;ORJAUNE"
"2",177,"EL4X_316","ORJAUNE","mixed","C","3",482.88,19933.812086,18409.3378323749,"EL4X_316;ORJAUNE"
"2",178,"AZEGHAR-2_DP128","KOFA","mixed","C","3",305.6228,16830.0057075,15393.1062937238,"AZEGHAR-2_DP128;KOFA"
"2",18,"EL4X_120","EL4X_120","pure","C","3",482.88,21404.6075865,21221.3114166477,"EL4X_120;EL4X_120"
"2",180,"NEMESIS","NEMESIS","pure","C","3",457.44832,13362.700101,12094.8338281397,"NEMESIS;NEMESIS"
"2",183,"ACADUR","ANVERGUR","mixed","C","1",339.66584,17463.2227305,14804.3879275508,"ACADUR;ANVERGUR"
"2",184,"EL4X_316","EL4X_316","pure","C","1",482.88,19862.941705,18305.1277970786,"EL4X_316;EL4X_316"
"2",185,"MONASTIR","EL4X_35","mixed","C","1",482.88,21312.4077,18548.0360615532,"MONASTIR;EL4X_35"
"2",186,"ARDENTE","ARDENTE","pure","C","1",164.25968,12844.636761,11194.6802744289,"ARDENTE;ARDENTE"
"2",187,"NOBILIS","LLOYD","mixed","C","1",482.88,18739.872712,16381.1027900845,"NOBILIS;LLOYD"
"2",188,"BOLIDO-DP034","BOLIDO-DP034","pure","C","1",482.88,19388.734222,17731.8538419505,"BOLIDO-DP034;BOLIDO-DP034"
"2",189,"COLOSSEO_DP087","QUALIDOU","mixed","C","1",482.88,16267.4880875,14626.0162165991,"COLOSSEO_DP087;QUALIDOU"
"2",19,"KOFA","KOFA","pure","C","3",304.49608,15363.2709345,14633.258810398,"KOFA;KOFA"
"2",190,"GIUSTO","ANTALIS","mixed","C","1",313.18792,17112.5468525,15027.8504488868,"GIUSTO;ANTALIS"
"2",191,"LGBORIS","LGBORIS","pure","C","2",482.88,19826.352413,18368.7690753842,"LGBORIS;LGBORIS"
"2",192,"EL4X_316","ORJAUNE","mixed","C","2",482.88,18450.150491,15796.7767537531,"EL4X_316;ORJAUNE"
"2",193,"PLUSSUR","PLUSSUR","pure","C","2",409.72368,18805.9129645,16195.9598751422,"PLUSSUR;PLUSSUR"
"2",194,"BOLIDO-DP034","EL4X_194","mixed","C","2",228.80464,17885.239179,15936.3812207025,"BOLIDO-DP034;EL4X_194"
"2",195,"ANVERGUR","ANVERGUR","pure","C","2",186.9148,19949.71304,17118.8333213578,"ANVERGUR;ANVERGUR"
"2",196,"AVENTUR","ORJAUNE","mixed","C","2",482.88,22118.056036,20262.9704550878,"AVENTUR;ORJAUNE"
"2",197,"ACADUR","ANVERGUR","mixed","C","2",482.88,24339.316723,22577.8488697653,"ACADUR;ANVERGUR"
"2",198,"LAHAN","EL4X_120","mixed","C","2",482.88,24255.0673135,22201.9465582112,"LAHAN;EL4X_120"
"2",199,"GIUSTO","CASANOVA","mixed","C","3",454.55104,17642.4076745,16343.429974358,"GIUSTO;CASANOVA"
"2",2,"NOBILIS","EL4X_428","mixed","C","1",244.90064,18833.825123,22521.9380188973,"NOBILIS;EL4X_428"
"2",20,"MONASTIR","CHAM-1_DP136","mixed","C","3",252.98888,15325.698519,13949.3434551471,"MONASTIR;CHAM-1_DP136"
"2",200,"SVEVO","EL4X_428","mixed","C","3",482.88,21240.6396845,20796.9509636368,"SVEVO;EL4X_428"
"2",201,"PLUSSUR","MIKI-1_DP161","mixed","C","3",482.88,18274.470596,17484.2864921612,"PLUSSUR;MIKI-1_DP161"
"2",202,"LAHAN","EL4X_464","mixed","C","3",482.88,18998.3487035,18852.137300678,"LAHAN;EL4X_464"
"2",203,"CASANOVA","CASANOVA","pure","C","3",229.5692,16210.6379025,15099.7922074216,"CASANOVA;CASANOVA"
"2",204,"ANTALIS","ANTALIS","pure","C","3",280.51304,16004.5239235,13734.7679106623,"ANTALIS;ANTALIS"
"2",206,"SVEVO","SVEVO","pure","C","3",438.37456,21376.2252385,19451.2938450481,"SVEVO;SVEVO"
"2",209,"AZEGHAR-2_DP128","AZEGHAR-2_DP128","pure","C","1",482.88,17913.4078045,16242.3241688458,"AZEGHAR-2_DP128;AZEGHAR-2_DP128"
"2",21,"ACADUR","ACADUR","pure","C","3",482.35688,18064.4668675,15506.0626197657,"ACADUR;ACADUR"
"2",210,"EL4X_120","CHAM-1_DP136","mixed","C","1",482.88,20922.150415,19784.361805184,"EL4X_120;CHAM-1_DP136"
"2",211,"ASTERIX","ASTERIX","pure","C","1",473.0212,24986.4257085,22361.7440490419,"ASTERIX;ASTERIX"
"2",212,"CASANOVA","CASANOVA","pure","C","1",384.25176,17826.1235355,17450.468841146,"CASANOVA;CASANOVA"
"2",213,"L2574","EL4X_316","mixed","C","1",482.88,23350.721927,21478.8565173795,"L2574;EL4X_316"
"2",214,"FURIO_CAMILLO","EL4X_428","mixed","C","1",482.88,18641.132917,18627.2295493484,"FURIO_CAMILLO;EL4X_428"
"2",215,"EL4X_194","EL4X_194","pure","C","1",482.88,18963.426447,17107.3208129,"EL4X_194;EL4X_194"
"2",216,"GIUSTO","BOLIDO-DP034","mixed","C","1",142.73128,16289.757972,16346.9160664287,"GIUSTO;BOLIDO-DP034"
"2",217,"LLOYD","EL4X_464","mixed","C","2",482.88,21215.3349405,19139.2246564892,"LLOYD;EL4X_464"
"2",218,"AZEGHAR-2_DP128","KOFA","mixed","C","2",482.88,19298.714305,18936.1141160629,"AZEGHAR-2_DP128;KOFA"
"2",219,"MURANO","SVEVO","mixed","C","2",482.88,22010.254407,20576.6767183299,"MURANO;SVEVO"
"2",22,"AZEGHAR-2_DP128","NEMESIS","mixed","C","3",122.04792,9575.5801455,8943.92000914227,"AZEGHAR-2_DP128;NEMESIS"
"2",220,"LLOYD","ANVERGUR","mixed","C","2",237.09408,23257.1542165,19177.2665448563,"LLOYD;ANVERGUR"
"2",221,"ASTERIX","MIKI-1_DP161","mixed","C","2",482.88,23017.5285495,20982.5159368959,"ASTERIX;MIKI-1_DP161"
"2",222,"KOFA","KOFA","pure","C","2",460.46632,19568.7313115,16824.2859477665,"KOFA;KOFA"
"2",223,"EL4X_194","EL4X_194","pure","C","2",482.88,19506.794531,18827.3034624049,"EL4X_194;EL4X_194"
"2",224,"ACADUR","ARDENTE","mixed","C","2",222.9296,22214.487628,20852.0871273779,"ACADUR;ARDENTE"
"2",225,"FURIO_CAMILLO","ACADUR","mixed","C","3",482.59832,25988.6987445,25217.2846487372,"FURIO_CAMILLO;ACADUR"
"2",226,"GIUSTO","ANTALIS","mixed","C","3",482.88,19645.5004335,19381.7876005229,"GIUSTO;ANTALIS"
"2",227,"AZEGHAR-2_DP128","AZEGHAR-2_DP128","pure","C","3",482.88,19256.6964615,16786.5875527481,"AZEGHAR-2_DP128;AZEGHAR-2_DP128"
"2",228,"L2574","CASANOVA","mixed","C","3",137.90248,18588.557182,17717.9679406206,"L2574;CASANOVA"
"2",229,"Selcuklu-97","EL4X_194","mixed","C","3",482.88,23990.9917925,21249.7336641593,"Selcuklu-97;EL4X_194"
"2",23,"LLOYD","LLOYD","pure","C","3",437.97216,15076.669062,13181.2868462061,"LLOYD;LLOYD"
"2",230,"QUALIDOU","QUALIDOU","pure","C","3",482.88,22494.293125,20372.7586031158,"QUALIDOU;QUALIDOU"
"2",231,"ASTERIX","MIKI-1_DP161","mixed","C","3",477.16592,18332.26116,16278.5188669175,"ASTERIX;MIKI-1_DP161"
"2",232,"ASTERIX","EL4X_35","mixed","C","3",306.38736,18294.6032555,17303.5505237988,"ASTERIX;EL4X_35"
"2",235,"SVEVO","ARDENTE","mixed","C","1",108.96992,18025.013694,17437.6919848302,"SVEVO;ARDENTE"
"2",238,"RAMIREZ","ANTALIS","mixed","C","1",482.88,20051.872395,18507.5623133611,"RAMIREZ;ANTALIS"
"2",239,"EL4X_316","ORJAUNE","mixed","C","1",482.88,25158.814277,23472.6801036637,"EL4X_316;ORJAUNE"
"2",24,"BALSAMO","ARDENTE","mixed","C","3",142.93248,10864.369565,10047.9569633139,"BALSAMO;ARDENTE"
"2",240,"MURANO","MURANO","pure","C","1",482.88,17559.4406,16970.5063158626,"MURANO;MURANO"
"2",241,"LGBORIS","LGBORIS","pure","C","1",309.60656,18015.09697,16727.6327661412,"LGBORIS;LGBORIS"
"2",242,"PLUSSUR","CHAM-1_DP136","mixed","C","1",482.88,23176.580834,20999.4476010569,"PLUSSUR;CHAM-1_DP136"
"2",243,"AVENTUR","AVENTUR","pure","C","2",310.49184,18288.9609815,16221.0951836416,"AVENTUR;AVENTUR"
"2",244,"MURANO","ANTALIS","mixed","C","2",482.88,19663.837824,19919.1701548977,"MURANO;ANTALIS"
"2",245,"CASANOVA","CASANOVA","pure","C","2",371.0128,23520.8022925,21313.9596119946,"CASANOVA;CASANOVA"
"2",246,"L2574","EL4X_316","mixed","C","2",482.88,29024.028434,25740.017577209,"L2574;EL4X_316"
"2",247,"SVEVO","EL4X_428","mixed","C","2",482.88,22292.7528075,21334.7537492361,"SVEVO;EL4X_428"
"2",248,"PLUSSUR","MIKI-1_DP161","mixed","C","2",325.42088,23166.5358765,21091.7376863169,"PLUSSUR;MIKI-1_DP161"
"2",249,"MONASTIR","CHAM-1_DP136","mixed","C","2",482.88,22948.0259925,22464.1854590109,"MONASTIR;CHAM-1_DP136"
"2",250,"BALSAMO","BALSAMO","pure","C","2",482.88,25809.5138005,23256.0180197948,"BALSAMO;BALSAMO"
"2",251,"COLOSSEO_DP087","AZEGHAR-2_DP128","mixed","C","3",316.89,21971.1431895,19325.2135151572,"COLOSSEO_DP087;AZEGHAR-2_DP128"
"2",252,"LGBORIS","LGBORIS","pure","C","3",260.07112,21949.215261,20871.6717295299,"LGBORIS;LGBORIS"
"2",253,"MONASTIR","EL4X_35","mixed","C","3",319.98848,22252.9149335,21111.8850328912,"MONASTIR;EL4X_35"
"2",254,"EL4X_428","EL4X_428","pure","C","3",482.88,21950.583085,23168.6080980153,"EL4X_428;EL4X_428"
"2",255,"LAHAN","BOLIDO-DP034","mixed","C","3",482.88,21036.4919525,19980.6755623278,"LAHAN;BOLIDO-DP034"
"2",256,"MONASTIR","MONASTIR","pure","C","3",240.35352,19614.339693,19102.4507701646,"MONASTIR;MONASTIR"
"2",257,"EL4X_120","Selcuklu-97","mixed","C","3",482.88,23821.9800395,23202.3727633544,"EL4X_120;Selcuklu-97"
"2",258,"EL4X_316","EL4X_316","pure","C","3",482.88,18073.742424,16621.7564226853,"EL4X_316;EL4X_316"
"2",261,"Selcuklu-97","ANVERGUR","mixed","C","1",478.61456,16999.744117,14755.6356242369,"Selcuklu-97;ANVERGUR"
"2",262,"MONASTIR","MONASTIR","pure","C","1",482.88,14287.2208915,13294.8351501468,"MONASTIR;MONASTIR"
"2",263,"AVENTUR","AVENTUR","pure","C","1",168.08248,15699.028982,14783.5554213714,"AVENTUR;AVENTUR"
"2",264,"MURANO","SVEVO","mixed","C","1",232.34576,22584.398531,19348.4851895308,"MURANO;SVEVO"
"2",265,"QUALIDOU","QUALIDOU","pure","C","1",163.81704,21536.559858,20415.7884534079,"QUALIDOU;QUALIDOU"
"2",266,"AZEGHAR-2_DP128","NEMESIS","mixed","C","1",482.88,17235.1380785,17150.447499083,"AZEGHAR-2_DP128;NEMESIS"
"2",267,"RAMIREZ","CASANOVA","mixed","C","1",482.88,19499.015032,16617.9633791115,"RAMIREZ;CASANOVA"
"2",268,"LLOYD","LLOYD","pure","C","1",482.88,22709.0842375,21443.3963104044,"LLOYD;LLOYD"
"2",269,"Selcuklu-97","ANVERGUR","mixed","C","2",321.96024,28272.9648245,24937.3558404801,"Selcuklu-97;ANVERGUR"
"2",27,"FURIO_CAMILLO","PLUSSUR","mixed","C","1",482.88,12727.089386,12120.9393226399,"FURIO_CAMILLO;PLUSSUR"
"2",270,"EL4X_428","EL4X_428","pure","C","2",482.88,20410.413261,20318.1559503205,"EL4X_428;EL4X_428"
"2",271,"EL4X_464","EL4X_464","pure","C","2",482.88,17169.354293,16190.0565399847,"EL4X_464;EL4X_464"
"2",272,"AZEGHAR-2_DP128","AZEGHAR-2_DP128","pure","C","2",466.94496,18899.5234195,17461.3948529819,"AZEGHAR-2_DP128;AZEGHAR-2_DP128"
"2",273,"ASTERIX","EL4X_35","mixed","C","2",418.77768,16193.4546135,13922.1398781865,"ASTERIX;EL4X_35"
"2",274,"AZEGHAR-2_DP128","NEMESIS","mixed","C","2",354.59488,17863.8241845,17553.8146617938,"AZEGHAR-2_DP128;NEMESIS"
"2",275,"COLOSSEO_DP087","AZEGHAR-2_DP128","mixed","C","2",482.88,21465.091054,19990.5692670253,"COLOSSEO_DP087;AZEGHAR-2_DP128"
"2",276,"GIUSTO","GIUSTO","pure","C","2",247.83816,17015.1748815,16285.0032174201,"GIUSTO;GIUSTO"
"2",277,"RAMIREZ","RAMIREZ","pure","C","3",482.88,23352.260729,20092.1610790841,"RAMIREZ;RAMIREZ"
"2",278,"NOBILIS","EL4X_316","mixed","C","3",482.88,22445.051461,19590.1327603321,"NOBILIS;EL4X_316"
"2",279,"AVENTUR","AVENTUR","pure","C","3",479.78152,16672.91967,16327.6877472713,"AVENTUR;AVENTUR"
"2",28,"Selcuklu-97","EL4X_194","mixed","C","1",482.88,18432.454268,16429.454960189,"Selcuklu-97;EL4X_194"
"2",280,"L2574","QUALIDOU","mixed","C","3",161.32216,19729.920821,18887.7144415591,"L2574;QUALIDOU"
"2",281,"L2574","L2574","pure","C","3",482.88,24712.903653,22800.1146456577,"L2574;L2574"
